fips,year,cbsa,cbsa_ind,comn_mentl_hlth_ctr,critcl_access_hosp,disab_with,disab_without,do_nf_activ,do_nf_prim_care_pc_excl_rsdnt,econ_depndnt_typolgy,fedly_qualfd_hlth_ctr,hi_povty_typolgy,hosp_adm,hosp_beds,hpsa_dent,hpsa_mentl_hlth,hpsa_prim_care,land_area_mi2,md_nf_activ,md_nf_fammed_gen_all_pc,md_nf_pc_hosp_all,md_nf_prim_care_pc_excl_rsdnt,medcr_ffs_hosp_readm_rate,nhsc_sites,nurs_fac,nurs_fac_beds,pct_uninsured_under65,per_cap_persnl_incom,pers_25plus,pers_25plus_4yr_coll,persons_in_poverty,phys_nf_prim_care_pc_exc_rsdt,pop_65plus_x,popn_densty_per_squr_mi,popn_est,popn_loss_typolgy,prstnt_povty_typolgy,recrtn_typolgy,rural_hlth_clincs,rural_urban_contnm,stgh,urban_influnc,vetn_popn_est,pop_total,pop_65plus_y,pct_65plus,pop_25_54,pct_25_54,median_hh_income,median_gross_rent,median_home_value,unemployment_rate,lfp_rate,pct_bachelors_plus,pct_uninsured,pct_commute_30plus,mean_commute_minutes,rent_burden_pct,own_burden_pct,pct_disability,poverty_rate,pct_white,pct_black,pct_asian,pct_hispanic,ipeds_completions_cna,ipeds_completions_lpn,ipeds_completions_other_nursing,ipeds_completions_rn,ipeds_completions_total,nh_beds_total,magnet_hospital_present,init_nursing_emp_share,nat_rn_wage,nat_lpn_wage,bartik_iv,bartik_iv_lpn,rn_pums_wage,lpn_pums_wage,rn_licensed_county,rn_age_under35_pct,rn_age_55plus_pct,lpn_licensed_county,lpn_age_under35_pct,lpn_age_55plus_pct,nurse_total_count,rn_per_100k,lpn_per_100k,nurse_total_per_100k
26001,2010,,,0.0,0.0,1035.0,4599.0,2.0,2.0,,3.0,,0.0,0.0,2.0,1.0,1.0,674.59,5.0,4.0,0.0,4.0,,,62.0,0.0,,28050.0,8665.0,1166.0,1777.0,6.0,,16.2,,,,,0.0,,0.0,,1675.0,11238,3352,29.83,3486,31.02,34858,545,119300,,,12.37,,30.45,,42.57,29.49,,14.63,97.86,0.22,0.12,0.93,,,,,,78.0,,0.0,,41360.0,,0.0,,,,,,,,,,,,
26001,2011,,,0.0,0.0,1014.0,4488.0,1.0,1.0,,3.0,,0.0,0.0,2.0,1.0,1.0,,5.0,1.0,0.0,4.0,,,2.0,0.0,,29419.0,8594.0,1226.0,1914.0,5.0,3496.0,,10800.0,,,,0.0,,0.0,,1749.0,11102,3421,30.81,3399,30.62,35490,582,114700,15.48,37.07,12.81,,29.99,,46.15,29.49,,15.3,97.89,0.4,0.24,1.04,,,,,,78.0,,0.0,,42040.0,,0.0,,,,,,,,,,,,
26001,2012,,,0.0,0.0,1065.0,4371.0,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,4.0,1.0,0.0,4.0,,,2.0,0.0,,30732.0,8552.0,1236.0,1677.0,5.0,3561.0,,10635.0,,,,0.0,,0.0,,1708.0,10943,3470,31.71,3294,30.1,36931,583,110200,14.58,36.16,13.15,12.53,29.95,20.09,45.11,28.04,18.8,15.13,97.95,0.16,0.32,1.15,,,,,,78.0,,0.0,67930.0,42400.0,0.0,0.0,27.28,13.13,,,,,,,,,,
26001,2013,,0.0,0.0,0.0,1064.0,4304.0,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,4.0,4.0,0.0,4.0,,1.0,2.0,0.0,,31399.0,8510.0,1291.0,1709.0,5.0,3619.0,,10578.0,,,,0.0,9.0,0.0,10.0,1666.0,10785,3507,32.52,3148,29.19,37189,585,102800,14.47,35.74,13.03,12.48,29.12,,42.74,26.24,18.63,15.15,97.77,0.12,0.3,1.23,,,,,,78.0,,0.0,68910.0,42910.0,0.0,0.0,29.11,13.99,,,,,,,,,,
26001,2014,,,0.0,0.0,1048.0,4257.0,1.0,1.0,,4.0,0.0,0.0,0.0,,,,,4.0,4.0,0.0,4.0,,0.0,2.0,0.0,,32646.0,8505.0,1334.0,1803.0,5.0,3633.0,,10454.0,,0.0,,0.0,,0.0,,1578.0,10657,3538,33.2,3054,28.66,38019,623,95800,13.22,35.62,13.46,11.57,30.43,,37.37,26.21,18.37,15.7,97.54,0.2,0.34,1.31,,,,,,78.0,,0.0,69790.0,43420.0,0.0,0.0,32.49,13.87,,,,,,,,,,
26001,2015,,0.0,0.0,,978.0,4292.0,1.0,1.0,5.0,4.0,,0.0,0.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,2.0,2.0,0.0,,34281.0,8514.0,1443.0,1610.0,6.0,3655.0,,10349.0,0.0,,1.0,0.0,,0.0,,1547.0,10550,3580,33.93,2946,27.92,38033,609,97500,12.2,35.5,14.27,10.51,31.08,,34.37,25.24,18.43,15.17,97.54,0.27,0.36,1.36,,,,,,78.0,,0.0,71000.0,44030.0,0.0,0.0,22.53,19.02,,,,,,,,,,
26001,2016,,,0.0,0.0,961.0,4311.0,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,4.0,3.0,0.0,4.0,,2.0,2.0,0.0,,34950.0,8580.0,1580.0,1657.0,5.0,3665.0,,10352.0,,,,0.0,,0.0,,1509.0,10461,3606,34.47,2867,27.41,38160,592,97500,10.3,35.43,14.45,8.84,32.85,,28.47,25.63,19.59,14.93,97.35,0.25,0.41,1.39,,,,,,78.0,,0.0,72180.0,44840.0,0.0,0.0,21.34,8.28,,,,,,,,,,
26001,2017,,0.0,0.0,0.0,,,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,2.0,2.0,0.0,,36474.0,,,1488.0,6.0,3715.0,,10351.0,,,,0.0,,0.0,,1470.0,10413,3652,35.07,2791,26.8,39424,601,96000,9.32,35.6,15.17,8.35,34.78,,32.31,23.75,19.82,14.87,97.18,0.32,0.42,1.41,,,,,,78.0,,0.0,73550.0,45710.0,0.0,0.0,25.28,12.64,,,,,,,,,,
26001,2018,,0.0,0.0,0.0,,,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,3.0,2.0,0.0,,38375.0,,,1995.0,6.0,3713.0,,10362.0,,,,0.0,,0.0,,1427.0,10364,3681,35.52,2757,26.6,39735,661,99800,8.94,35.77,15.68,5.79,34.94,,36.72,22.56,19.75,15.97,96.95,0.39,0.28,1.44,,,,,,78.0,,0.0,75510.0,47050.0,0.0,0.0,30.39,15.2,,,,,,,,,,
26001,2019,,,0.0,0.0,,,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,2.0,2.0,0.0,9.7,41049.0,,,1846.0,6.0,3761.0,,10405.0,,,,0.0,,0.0,,1392.0,10353,3711,35.84,2723,26.3,40484,627,112000,7.61,35.05,16.95,4.63,35.86,,38.71,22.37,18.56,17.02,96.86,0.4,0.19,1.5,,,,,,78.0,,0.0,77460.0,48500.0,0.0,0.0,33.67,20.71,,,,,,,,,,
26001,2020,,0.0,0.0,0.0,961.0,4311.0,1.0,1.0,,4.0,,0.0,0.0,2.0,1.0,2.0,674.66,5.0,4.0,0.0,5.0,17.08,0.0,46.0,0.0,8.7,44953.0,8580.0,1580.0,1458.0,6.0,3844.0,15.1,10505.0,,,,0.0,,0.0,,1348.0,10396,3766,36.23,2709,26.06,43341,643,118700,6.07,35.86,18.41,4.49,35.61,24.48,39.01,20.16,18.23,16.34,96.45,0.42,0.35,1.6,,,,,,78.0,,0.0,80010.0,50090.0,0.0,0.0,,,,,,,,,,,,
26001,2021,,,0.0,0.0,973.0,4236.0,3.0,2.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,3.0,2.0,0.0,3.0,16.23,1.0,2.0,0.0,8.4,49262.0,8347.0,1622.0,1277.0,5.0,3635.0,,10235.0,,,,0.0,,0.0,,1307.0,10138,3594,35.45,2694,26.57,46187,698,124700,7.12,36.43,19.43,4.91,38.97,25.66,43.08,19.11,18.68,15.74,95.62,0.56,0.28,1.75,,,,,,78.0,,0.0,82750.0,51850.0,0.0,0.0,29.3,32.44,,,,,,,,,,
26001,2022,,,0.0,0.0,950.0,4245.0,2.0,2.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,2.0,1.0,0.0,2.0,12.83,0.0,2.0,0.0,7.1,49420.0,8440.0,1686.0,1330.0,4.0,3788.0,,10417.0,,,,0.0,,0.0,,1251.0,10238,3693,36.07,2677,26.15,50295,801,148200,6.32,36.91,19.98,4.28,34.89,24.31,41.88,19.66,18.29,15.84,94.66,0.43,0.31,1.85,,,,,,78.0,,0.0,89010.0,55860.0,0.0,0.0,,,,,,,,,,,,
26001,2023,,0.0,0.0,0.0,925.0,4299.0,2.0,2.0,,4.0,,0.0,0.0,2.0,1.0,2.0,,2.0,1.0,0.0,2.0,15.79,1.0,2.0,0.0,,50791.0,8524.0,1760.0,1641.0,4.0,3881.0,,10489.0,,,,0.0,9.0,0.0,,1208.0,10310,3734,36.22,2693,26.12,53568,790,157500,4.98,37.2,20.65,3.91,39.39,25.68,36.04,18.69,17.71,14.35,94.35,0.27,0.4,1.52,,,,,,78.0,,0.0,94480.0,60790.0,0.0,0.0,,,,,,,,,,,,
26003,2010,,,0.0,1.0,746.0,4236.0,1.0,0.0,,1.0,,191.0,25.0,1.0,1.0,2.0,915.07,8.0,4.0,1.0,5.0,,,90.0,0.0,,24860.0,7348.0,1257.0,1265.0,5.0,,10.5,,,,,1.0,,0.0,,1017.0,9604,1915,19.94,3970,41.34,38262,522,111500,,,16.91,,25.37,,35.85,30.14,,12.31,87.11,8.22,0.47,1.17,,,,,,90.0,,0.0,,41360.0,,0.0,,,,,,,,,,,,
26003,2011,,,0.0,1.0,755.0,4180.0,1.0,0.0,,1.0,,193.0,25.0,2.0,1.0,2.0,,7.0,0.0,1.0,5.0,,,1.0,0.0,,26203.0,7330.0,1352.0,1388.0,5.0,1986.0,,9513.0,,,,1.0,,1.0,,984.0,9571,1962,20.5,3848,40.2,38231,564,114700,13.53,39.3,17.08,,22.96,16.47,40.88,27.44,,13.98,87.11,8.15,0.38,1.19,,,,,,90.0,,0.0,,42040.0,,0.0,,,,,,,,,,,,
26003,2012,,,0.0,1.0,756.0,4091.0,1.0,0.0,,1.0,,193.0,25.0,2.0,1.0,2.0,,6.0,0.0,1.0,5.0,,,1.0,0.0,,26948.0,7245.0,1311.0,1345.0,5.0,2119.0,,9541.0,,,,1.0,,1.0,,963.0,9531,2018,21.17,3678,38.59,38348,560,113600,13.39,36.6,16.98,14.01,22.72,17.06,42.39,28.76,16.27,14.89,86.88,7.51,0.42,1.18,,,,,,90.0,,0.0,67930.0,42400.0,0.0,0.0,21.82,16.84,,,,,,,,,,
26003,2013,,0.0,0.0,1.0,741.0,4011.0,0.0,0.0,,1.0,,198.0,25.0,2.0,1.0,2.0,,5.0,2.0,0.0,4.0,,1.0,1.0,0.0,,27498.0,7131.0,1266.0,1350.0,4.0,2181.0,,9522.0,,,,2.0,7.0,1.0,10.0,941.0,9497,2045,21.53,3601,37.92,37586,603,117100,13.43,36.62,17.11,13.22,28.3,19.51,40.29,29.92,17.37,14.81,86.68,7.08,0.39,1.22,,,,,,90.0,,0.0,68910.0,42910.0,0.0,0.0,26.45,20.78,,,,,,,,,,
26003,2014,,,0.0,1.0,690.0,3963.0,1.0,1.0,,1.0,0.0,196.0,25.0,,,,,4.0,2.0,0.0,3.0,,1.0,1.0,0.0,,28938.0,7030.0,1224.0,1310.0,4.0,2245.0,,9459.0,,0.0,,2.0,,1.0,,922.0,9516,2119,22.27,3580,37.62,39211,605,117200,11.85,37.85,17.11,11.61,27.18,19.53,46.08,27.8,14.97,13.93,86.02,6.99,0.16,1.25,,,,,,90.0,,0.0,69790.0,43420.0,0.0,0.0,20.57,8.9,,,,,,,,,,
26003,2015,,0.0,0.0,,706.0,3880.0,1.0,1.0,3.0,1.0,,201.0,25.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,0.0,1.0,0.0,,30663.0,6992.0,1218.0,1226.0,6.0,2290.0,,9383.0,0.0,,0.0,2.0,,0.0,,902.0,9476,2170,22.9,3482,36.75,39300,595,116400,10.79,37.45,18.44,11.99,25.09,18.38,45.44,24.35,15.3,14.3,85.74,7.74,0.11,1.3,,,,,,90.0,,0.0,71000.0,44030.0,0.0,0.0,25.03,17.17,,,,,,,,,,
26003,2016,,,0.0,1.0,733.0,3773.0,1.0,1.0,,1.0,,203.0,25.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,,0.0,1.0,0.0,,31533.0,7008.0,1352.0,1140.0,6.0,2305.0,,9219.0,,,,2.0,,1.0,,957.0,9396,2203,23.45,3368,35.85,41270,610,118500,7.62,36.88,18.1,10.05,25.82,19.08,48.5,24.4,15.6,13.05,85.48,7.32,0.28,1.35,,,,,,90.0,,0.0,72180.0,44840.0,0.0,0.0,20.15,21.16,,,,,,,,,,
26003,2017,,0.0,0.0,1.0,,,2.0,1.0,,1.0,,100.0,11.0,2.0,1.0,2.0,,6.0,5.0,0.0,6.0,,0.0,1.0,0.0,,32253.0,,,1057.0,7.0,2262.0,,9121.0,,,,2.0,,1.0,,930.0,9254,2182,23.58,3285,35.5,42647,611,119000,6.95,36.7,17.75,9.17,26.77,19.64,48.28,24.46,15.59,12.98,85.17,7.19,0.11,1.42,,,,,,90.0,,0.0,73550.0,45710.0,0.0,0.0,22.75,12.13,,,,,,,,,,
26003,2018,,0.0,0.0,1.0,,,2.0,1.0,,1.0,,97.0,11.0,2.0,1.0,2.0,,6.0,5.0,0.0,6.0,,0.0,1.0,0.0,,33767.0,,,1019.0,7.0,2335.0,,9097.0,,,,2.0,,1.0,,859.0,9194,2233,24.29,3154,34.3,46007,649,123500,6.55,36.22,17.41,7.24,25.5,19.65,52.58,21.92,14.83,11.61,84.91,7.53,0.15,1.49,,,,,,90.0,,0.0,75510.0,47050.0,0.0,0.0,25.33,17.06,,,,,,,,,,
26003,2019,,,0.0,1.0,,,2.0,1.0,,1.0,,94.0,11.0,2.0,1.0,2.0,,6.0,5.0,0.0,6.0,,0.0,1.0,0.0,8.3,34233.0,,,1020.0,7.0,2393.0,,9108.0,,,,2.0,,1.0,,837.0,9151,2257,24.66,3088,33.74,45570,650,136200,5.21,35.88,17.42,8.27,30.97,23.09,47.71,21.88,15.39,11.16,84.94,7.67,0.14,1.57,,,,,,90.0,,0.0,77460.0,48500.0,0.0,0.0,30.3,6.11,,,,,,,,,,
26003,2020,,0.0,0.0,1.0,733.0,3773.0,1.0,1.0,,1.0,,85.0,11.0,2.0,1.0,2.0,915.03,7.0,5.0,0.0,6.0,11.26,0.0,59.0,0.0,8.2,37951.0,7008.0,1352.0,978.0,7.0,2399.0,9.7,9015.0,,,,2.0,,1.0,,813.0,9098,2299,25.27,3101,34.08,45184,631,141900,4.7,34.59,19.29,5.51,34.8,25.89,42.2,20.18,16.27,10.74,84.17,6.95,0.78,1.68,,,,,,90.0,,0.0,80010.0,50090.0,0.0,0.0,,,,,,,,,,,,
26003,2021,,,0.0,1.0,812.0,3504.0,1.0,1.0,,1.0,,87.0,11.0,2.0,1.0,2.0,,6.0,5.0,0.0,6.0,10.87,0.0,1.0,0.0,5.8,42171.0,6834.0,1226.0,993.0,7.0,2351.0,,8821.0,,,,0.0,,1.0,,783.0,8911,2284,25.63,3042,34.14,48822,646,143700,7.06,34.33,17.94,5.05,34.42,24.16,43.9,19.79,18.81,11.18,83.32,7.13,0.49,1.83,,,,,,90.0,,0.0,82750.0,51850.0,0.0,0.0,28.61,19.57,,,,,,,,,,
26003,2022,,,0.0,1.0,630.0,3474.0,1.0,1.0,,1.0,,85.0,11.0,2.0,1.0,2.0,,5.0,4.0,0.0,5.0,10.99,0.0,1.0,0.0,6.0,41171.0,6562.0,1359.0,896.0,6.0,2414.0,,8807.0,,,,0.0,,1.0,,854.0,8866,2218,25.02,2943,33.19,55528,716,156500,5.08,34.64,20.71,3.55,32.52,,40.95,17.85,15.35,10.25,82.61,7.79,0.79,1.97,,,,,,90.0,,0.0,89010.0,55860.0,0.0,0.0,,,,,,,,,,,,
26003,2023,,0.0,0.0,1.0,676.0,3559.0,1.0,1.0,,1.0,,77.0,11.0,2.0,1.0,2.0,,5.0,3.0,0.0,4.0,9.52,0.0,1.0,0.0,,44619.0,6838.0,1385.0,1015.0,5.0,2429.0,,8757.0,,,,2.0,9.0,1.0,,835.0,8813,2342,26.57,3035,34.44,59406,712,165700,6.29,35.53,20.25,5.13,31.27,,32.79,19.86,15.96,10.23,82.08,7.87,0.28,1.67,,,,,,90.0,,0.0,94480.0,60790.0,0.0,0.0,,,,,,,,,,,,
26005,2010,,,0.0,1.0,6979.0,60672.0,11.0,6.0,,1.0,,2441.0,68.0,0.0,1.0,1.0,825.23,59.0,16.0,9.0,27.0,,,511.0,0.0,,32970.0,75010.0,15630.0,16283.0,33.0,,135.0,,,,,3.0,,0.0,,8520.0,111385,13737,12.33,46095,41.38,50240,645,149400,,,19.38,,31.18,,40.05,29.27,,11.87,92.62,1.29,0.61,6.62,,,,,,554.0,,0.008750948019368765,,41360.0,,0.008335771766031601,,,,,,,,,,,,
26005,2011,,,0.0,1.0,6833.0,60891.0,10.0,5.0,,1.0,,2352.0,68.0,0.0,1.0,2.0,,56.0,3.0,8.0,25.0,,,6.0,0.0,,35786.0,75605.0,16260.0,13945.0,30.0,14789.0,,111234.0,,,,3.0,,1.0,,7741.0,111405,14112,12.67,45581,40.91,51232,686,147600,8.35,50.21,20.09,,31.86,,40.44,28.93,,12.64,92.85,1.24,0.64,6.66,,,,,,554.0,,0.008750948019368765,,42040.0,,0.008472820238006976,,,,,,,,,,,,
26005,2012,,,0.0,1.0,6352.0,61527.0,10.0,5.0,,1.0,,2275.0,68.0,2.0,1.0,2.0,,62.0,3.0,11.0,26.0,,,6.0,0.0,,36158.0,76426.0,16370.0,14806.0,31.0,15915.0,,112039.0,,,,3.0,,1.0,,7581.0,111589,14725,13.2,45017,40.34,51030,712,142400,8.67,49.63,19.93,10.78,31.7,,41.94,27.97,10.43,13.06,93.55,1.24,0.69,6.74,,,,,,554.0,,0.008750948019368765,67930.0,42400.0,0.008517723154545354,0.008545375311405702,27.78,16.67,,,,,,,,,,
26005,2013,26090.0,2.0,0.0,1.0,6183.0,62058.0,12.0,4.0,,1.0,,2219.0,68.0,2.0,1.0,2.0,,58.0,16.0,10.0,23.0,,1.0,6.0,0.0,,37303.0,76740.0,17092.0,14837.0,27.0,16554.0,,112531.0,,,,3.0,4.0,1.0,5.0,7424.0,111742,15235,13.63,44280,39.63,52061,728,140200,9.03,49.3,20.21,10.9,33.11,,41.79,26.49,10.39,13.51,94.0,1.23,0.68,6.8,,,,,,554.0,,0.008750948019368765,68910.0,42910.0,0.008640605072570591,0.008648161665387235,21.9,,,,,,,,,,,
26005,2014,,,0.0,1.0,6109.0,62530.0,12.0,5.0,,1.0,0.0,2190.0,68.0,,,,,57.0,16.0,8.0,25.0,,2.0,6.0,0.0,,38462.0,77855.0,17640.0,12851.0,30.0,17159.0,,113847.0,,0.0,,3.0,,1.0,,7544.0,112266,15833,14.1,43949,39.15,52472,754,137500,7.7,48.65,20.84,10.35,32.38,,41.11,24.25,10.32,13.71,94.61,1.39,0.73,6.91,,,,,,554.0,,0.008750948019368765,69790.0,43420.0,0.008750948019368765,0.008750948019368765,37.82,12.24,,,,,,,,,,
26005,2015,26090.0,2.0,0.0,,6134.0,62727.0,18.0,4.0,3.0,1.0,,2246.0,68.0,2.0,2.0,2.0,,58.0,16.0,8.0,25.0,,2.0,6.0,0.0,,40069.0,78753.0,17818.0,12668.0,29.0,17738.0,,114625.0,0.0,,0.0,3.0,,0.0,,7422.0,112837,16498,14.62,43480,38.53,54264,739,140400,6.11,48.22,21.51,8.71,33.85,,37.2,21.2,10.09,12.71,94.47,1.52,0.75,6.97,,,,,,554.0,,0.008750948019368765,71000.0,44030.0,0.008902669571216253,0.008873888560405498,27.53,17.52,,,,,,,,,,
26005,2016,,,0.0,1.0,6118.0,62974.0,17.0,4.0,,1.0,,842.0,25.0,2.0,2.0,2.0,,60.0,16.0,8.0,26.0,,2.0,6.0,0.0,,41196.0,79738.0,18782.0,10303.0,30.0,18435.0,,115548.0,,,,3.0,,1.0,,6920.0,113666,17219,15.15,43340,38.13,55630,757,144600,4.73,48.5,21.42,7.65,33.1,,36.66,19.54,9.36,11.65,94.4,1.43,0.65,7.08,,,,,,554.0,,0.008750948019368765,72180.0,44840.0,0.009050629431695623,0.009037137475552636,29.11,27.99,,,,,,,,,,
26005,2017,26090.0,2.0,0.0,1.0,,,14.0,4.0,,1.0,,729.0,25.0,2.0,2.0,2.0,,59.0,15.0,7.0,23.0,,1.0,6.0,0.0,,42406.0,,,10969.0,27.0,18665.0,,116447.0,,,,4.0,,1.0,,6768.0,114145,17311,15.17,43219,37.86,58487,775,150600,3.56,49.09,22.27,6.09,33.93,22.94,33.54,17.72,9.06,10.78,94.37,1.4,0.56,7.21,,,,,,554.0,,0.008750948019368765,73550.0,45710.0,0.009222413337506414,0.009212478902932893,25.28,14.38,,,,,,,,,,
26005,2018,26090.0,2.0,0.0,1.0,,,13.0,4.0,,1.0,,688.0,25.0,2.0,2.0,2.0,,55.0,13.0,6.0,22.0,,2.0,6.0,0.0,,45182.0,,,12429.0,26.0,19414.0,,117327.0,,,,3.0,,1.0,,6485.0,115250,17957,15.58,43385,37.64,59883,794,157400,3.16,49.24,22.66,4.56,33.59,,34.51,18.07,8.9,10.34,93.67,1.48,0.68,7.28,,,,,,554.0,,0.008750948019368765,75510.0,47050.0,0.009468177173556892,0.009482545009472602,32.08,1.27,,,,,,,,,,
26005,2019,,,0.0,1.0,,,15.0,5.0,,1.0,,528.0,25.0,2.0,2.0,2.0,,57.0,13.0,7.0,21.0,,2.0,6.0,0.0,7.1,45937.0,,,12648.0,26.0,20099.0,,118081.0,,,,5.0,,1.0,,6384.0,116143,18642,16.05,43341,37.32,62965,814,165400,2.75,49.44,22.63,4.51,34.02,22.91,33.5,17.33,8.91,10.36,93.53,1.35,0.69,7.35,,,,,,554.0,,0.008750948019368765,77460.0,48500.0,0.009712687112484662,0.009774780721773032,27.78,,,,,,,,,,,
26005,2020,26090.0,2.0,0.0,1.0,6118.0,62974.0,15.0,5.0,,1.0,,317.0,25.0,2.0,2.0,2.0,825.25,58.0,12.0,7.0,21.0,14.61,0.0,554.0,0.0,7.0,50091.0,79738.0,18782.0,8552.0,26.0,20857.0,146.0,118927.0,,,,5.0,,1.0,,6290.0,117104,19327,16.5,43431,37.09,65071,838,174000,3.4,49.0,23.55,4.96,33.37,22.56,37.43,17.98,8.85,8.78,92.24,1.26,0.71,7.46,,,,,,554.0,,0.008750948019368765,80010.0,50090.0,0.010032430878774824,0.010095232295950747,,,,,,,,,,,,
26005,2021,,,0.0,1.0,6795.0,63504.0,15.0,5.0,,1.0,,354.0,25.0,2.0,2.0,2.0,,63.0,14.0,8.0,20.0,15.26,0.0,6.0,0.0,6.2,53375.0,81394.0,19314.0,11306.0,25.0,21313.0,,120950.0,,,,1.0,,1.0,,6197.0,119418,19903,16.67,44128,36.95,70269,912,189700,3.55,48.96,23.73,4.91,33.76,22.44,36.56,17.81,9.67,8.9,90.9,1.29,0.74,7.61,,,,,,554.0,,0.008750948019368765,82750.0,51850.0,0.010375998690396408,0.010449945988122305,28.32,,,,,,,,,,,
26005,2022,,,0.0,1.0,6688.0,63875.0,15.0,5.0,,1.0,,389.0,25.0,2.0,2.0,2.0,,63.0,13.0,6.0,20.0,14.5,0.0,6.0,0.0,5.7,54948.0,82354.0,19875.0,11735.0,25.0,22321.0,,121210.0,,,,1.0,,1.0,,5253.0,120189,20871,17.37,44207,36.78,75543,1004,225000,3.37,49.17,24.13,5.12,32.31,,36.27,17.36,9.48,9.51,90.19,1.29,0.76,7.74,,,,,,554.0,,0.008750948019368765,89010.0,55860.0,0.011160938289210687,0.01125812888903591,,,,,,,,,,,,
26005,2023,26090.0,2.0,0.0,1.0,6850.0,63633.0,16.0,5.0,,2.0,,414.0,25.0,2.0,2.0,2.0,,62.0,14.0,6.0,21.0,17.18,0.0,6.0,0.0,,58048.0,83257.0,21702.0,11987.0,26.0,23125.0,,121939.0,,,,3.0,4.0,1.0,,5064.0,120913,21555,17.83,44375,36.7,80255,1065,247000,3.02,49.1,26.07,5.1,32.15,,38.51,16.72,9.72,9.33,89.28,1.22,0.72,8.0,,,,,,554.0,,0.008750948019368765,94480.0,60790.0,0.011846820015331149,0.012251730310857375,,,,,,,,,,,,
26007,2010,,,0.0,0.0,2672.0,14471.0,14.0,6.0,,3.0,,4900.0,125.0,2.0,2.0,2.0,571.86,63.0,11.0,8.0,17.0,,,185.0,0.0,,31876.0,21177.0,3402.0,4875.0,23.0,,51.8,,,,,1.0,,0.0,,3050.0,29958,5656,18.88,11525,38.47,36695,479,104800,,,15.51,,13.21,,52.29,24.24,,15.87,97.61,0.53,0.49,1.06,0.0,40.0,0.0,22.0,62.0,171.0,,0.0,,41360.0,,0.0,,,,,,,,,,,,
26007,2011,,,0.0,0.0,2662.0,14358.0,16.0,7.0,,3.0,,4902.0,125.0,2.0,2.0,2.0,,59.0,5.0,9.0,16.0,,,2.0,0.0,,33115.0,21197.0,3507.0,5389.0,23.0,5835.0,,29386.0,,,,2.0,,0.0,,3058.0,29797,5722,19.2,11356,38.11,38081,505,102800,11.38,47.41,15.4,,13.22,15.07,49.13,24.62,,17.07,97.34,0.51,0.57,1.09,0.0,35.0,0.0,30.0,65.0,171.0,,0.0,,42040.0,,0.0,,,,,,,,,,,,
26007,2012,,,0.0,0.0,2607.0,14265.0,19.0,7.0,,3.0,,4611.0,125.0,2.0,2.0,2.0,,63.0,7.0,8.0,18.0,,,2.0,0.0,,33659.0,21150.0,3548.0,4919.0,25.0,5978.0,,29234.0,,,,2.0,,0.0,,2999.0,29602,5822,19.67,11121,37.57,38900,525,101600,11.01,47.12,16.03,11.79,13.8,15.44,47.61,24.19,14.79,16.82,97.17,0.5,0.57,1.09,0.0,32.0,0.0,27.0,59.0,171.0,,0.0,67930.0,42400.0,0.0,0.0,27.28,13.13,,,,,,,,,,
26007,2013,10980.0,2.0,0.0,0.0,2669.0,14075.0,18.0,8.0,,3.0,,4835.0,125.0,2.0,2.0,2.0,,64.0,13.0,8.0,20.0,,3.0,2.0,0.0,,33933.0,21105.0,3651.0,5123.0,28.0,6095.0,,29091.0,,,,2.0,7.0,0.0,8.0,2936.0,29399,5913,20.11,10855,36.92,38016,545,96400,11.1,46.82,16.0,12.8,13.06,15.55,46.75,24.39,15.26,17.28,96.95,0.61,0.48,1.14,0.0,31.0,0.0,26.0,57.0,171.0,,0.0,68910.0,42910.0,0.0,0.0,29.11,13.99,,,,,,,,,,
26007,2014,,,0.0,0.0,2613.0,13980.0,18.0,7.0,,3.0,0.0,4957.0,125.0,,,,,67.0,14.0,11.0,20.0,,1.0,2.0,0.0,,35046.0,21069.0,3677.0,4793.0,27.0,6225.0,,28988.0,,0.0,,2.0,,0.0,,2888.0,29242,6009,20.55,10600,36.25,38353,550,94900,10.48,46.96,16.06,12.29,13.25,16.35,43.1,22.08,15.59,17.51,96.88,0.54,0.34,1.2,0.0,26.0,0.0,24.0,50.0,171.0,,0.0,69790.0,43420.0,0.0,0.0,32.49,13.87,,,,,,,,,,
