label,outcome,fe,variable,coef,se,t,p,n,within_r2,counties,years,year_list,covariance
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.1023,0.0485,2.1095,0.0353,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,lpn_per_10k_lag1,0.3245,0.168,1.9311,0.054,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
LPN pipeline - lag 2 (training spec),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag2,0.2264,0.0802,2.8238,0.0049,662,0.2829,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,share_75plus,1.8268,1.1892,1.5362,0.125,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,share_65_74,-0.3451,0.6212,-0.5556,0.5787,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,population_growth_rate,-30.4617,24.3422,-1.2514,0.2112,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,hosp_beds_per_1k,-2.8952,0.4523,-6.4015,0.0,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.6563,0.5149,-7.1007,0.0,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,poverty_rate,0.2612,0.2925,0.8928,0.3723,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,bachelors_plus_share,1.0636,0.3158,3.3679,0.0008,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,ipeds_lpn_per_10k_lead2,0.1584,0.1222,1.2963,0.1953,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,ipeds_lpn_per_10k_lead1,-0.0426,0.1062,-0.4014,0.6883,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.2039,0.0787,2.5895,0.0098,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Pre-trends: LPN training leads and lags (baseline controls),lpn_per_10k,county+year,ipeds_lpn_per_10k_lag2,0.1407,0.0679,2.073,0.0386,745,0.1339,83,9,"2012,2013,2014,2015,2016,2017,2019,2020,2021",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,share_75plus,1.3784,0.6776,2.0342,0.0424,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,share_65_74,-0.0208,0.4294,-0.0485,0.9613,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,population_growth_rate,-113.291,15.461,-7.3275,0.0,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,hosp_beds_per_1k,-0.1667,0.3084,-0.5405,0.5891,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,nh_beds_per_65plus_ahrf,1.1763,0.5429,2.1669,0.0307,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,poverty_rate,0.0504,0.1843,0.2732,0.7848,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,bachelors_plus_share,0.1776,0.1977,0.8984,0.3693,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,rn_per_10k_lag1,0.8096,0.0528,15.3442,0.0,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0072,0.0383,0.1893,0.8499,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,rn_age_55plus_pct_lag1,0.0687,0.1015,0.677,0.4987,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,rn_age_under35_pct_lag1,0.0024,0.1436,0.0166,0.9868,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN supply,rn_per_10k,county+year,mean_commute_minutes,0.2509,0.2471,1.0154,0.3104,664,0.7229,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,share_75plus,0.7316,1.2065,0.6064,0.5445,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,share_65_74,-0.4794,0.6415,-0.7474,0.4551,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,population_growth_rate,-67.3908,10.6825,-6.3085,0.0,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,hosp_beds_per_1k,-2.0248,0.2388,-8.4797,0.0,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-3.3093,0.7839,-4.2214,0.0,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,poverty_rate,0.0284,0.1691,0.1681,0.8665,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,bachelors_plus_share,0.6206,0.3296,1.883,0.0602,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,lpn_per_10k_lag1,0.3264,0.168,1.943,0.0525,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.2612,0.0748,3.493,0.0005,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,lpn_age_55plus_pct_lag1,-0.0213,0.0206,-1.0349,0.3011,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,lpn_age_under35_pct_lag1,0.0961,0.0464,2.0699,0.0389,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN supply,lpn_per_10k,county+year,mean_commute_minutes,0.3503,0.3259,1.0748,0.2829,662,0.2877,83,8,"2013,2014,2015,2016,2017,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,share_75plus,-4.4903,2.4697,-1.8182,0.0695,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,share_65_74,-0.4293,2.3047,-0.1863,0.8523,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,population_growth_rate,98.3329,146.5911,0.6708,0.5026,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,hosp_beds_per_1k,1.3801,1.0737,1.2854,0.1991,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,nh_beds_per_65plus_ahrf,0.2377,1.0501,0.2264,0.821,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,poverty_rate,1.6412,0.6568,2.4989,0.0127,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,bachelors_plus_share,1.4482,0.7334,1.9747,0.0487,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,rn_per_10k_lag1,-0.0634,0.0813,-0.7799,0.4358,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0675,0.171,0.3949,0.693,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,rn_age_55plus_pct_lag1,0.1451,0.2811,0.5161,0.606,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,rn_age_under35_pct_lag1,-0.0311,0.4162,-0.0748,0.9404,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - RN postings,rn_postings_per_10k,county+year,mean_commute_minutes,0.5513,0.9972,0.5528,0.5806,745,0.0326,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,share_75plus,-0.9267,0.8488,-1.0918,0.2753,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,share_65_74,0.0615,0.8374,0.0734,0.9415,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,population_growth_rate,1.2381,23.7794,0.0521,0.9585,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,hosp_beds_per_1k,0.2808,0.1914,1.4674,0.1428,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,nh_beds_per_65plus_ahrf,-0.5115,0.2992,-1.7096,0.0878,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,poverty_rate,0.3415,0.3067,1.1136,0.2659,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,bachelors_plus_share,0.4446,0.2718,1.6356,0.1024,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,lpn_per_10k_lag1,-0.0338,0.0631,-0.5347,0.5931,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.0275,0.0665,0.4135,0.6794,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,lpn_age_55plus_pct_lag1,0.0465,0.0291,1.5982,0.1105,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,lpn_age_under35_pct_lag1,0.0191,0.0226,0.8435,0.3993,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
Retention pressure - LPN postings,lpn_postings_per_10k,county+year,mean_commute_minutes,-0.1693,0.6544,-0.2587,0.7959,744,0.0267,83,9,"2013,2014,2015,2016,2017,2018,2020,2021,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,share_75plus,1.0253,1.8492,0.5544,0.5802,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,share_65_74,2.896,1.6109,1.7978,0.0745,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,population_growth_rate,-36.0642,13.7022,-2.632,0.0095,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,hosp_beds_per_1k,-0.1943,1.4084,-0.1379,0.8905,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,nh_beds_per_65plus_ahrf,-1.1677,0.5493,-2.1256,0.0354,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,poverty_rate,-0.4523,0.4908,-0.9215,0.3585,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,bachelors_plus_share,0.3835,0.6263,0.6123,0.5414,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,rn_per_10k_lag1,0.607,0.1228,4.9449,0.0,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0199,0.128,0.1553,0.8769,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,mean_commute_minutes,0.2113,0.687,0.3075,0.759,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
"Retention (secondary, lean) - RN supply + PT share",rn_per_10k,county+year,rn_pt_share,0.5488,3.5149,0.1561,0.8762,212,0.3487,71,3,"2020,2022,2023",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,share_75plus,5.3312,1.0561,5.048,0.0,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,share_65_74,3.7423,0.4398,8.51,0.0,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,population_growth_rate,-124.365,34.9999,-3.5533,0.0004,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,hosp_beds_per_1k,-1.2614,0.5243,-2.4058,0.0165,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.2007,0.7907,0.2539,0.7997,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,poverty_rate,0.8954,0.2464,3.6337,0.0003,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,bachelors_plus_share,1.1069,0.2868,3.8589,0.0001,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0357,0.0425,0.8412,0.4006,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,rn_per_10k_lag1_c,0.7544,0.0516,14.6126,0.0,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,np_per_10k_lag1_c,-0.0556,0.3759,-0.1478,0.8826,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: RN supply persistence x NP density,rn_per_10k,county+year,INT,-0.0154,0.0053,-2.8776,0.0042,664,0.6875,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,share_65_74,0.1366,0.6643,0.2057,0.8371,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,population_growth_rate,-137.0997,29.1792,-4.6985,0.0,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,hosp_beds_per_1k,-0.2181,0.4301,-0.5072,0.6122,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.9382,0.5353,1.7527,0.0802,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,poverty_rate,0.2154,0.2016,1.0684,0.2858,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,bachelors_plus_share,0.7661,0.3436,2.2295,0.0262,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0205,0.0357,0.5744,0.5659,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,rn_per_10k_lag1,0.8375,0.0532,15.7367,0.0,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,share_75plus_c,1.8086,0.7313,2.4732,0.0137,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,np_per_10k_lag1_c,-0.6536,0.1845,-3.5422,0.0004,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
NP substitution: aging demand (share_75plus) x NP density,rn_per_10k,county+year,INT,0.0591,0.0529,1.1171,0.2644,664,0.7267,83,8,"2013,2014,2015,2016,2017,2020,2021,2022",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,share_75plus,1.1878,0.757,1.5692,0.1173,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,share_65_74,0.1639,0.4575,0.3583,0.7203,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,population_growth_rate,-107.7585,12.6572,-8.5136,0.0,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,hosp_beds_per_1k,-0.1505,0.3903,-0.3855,0.7,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.4015,0.413,0.9722,0.3315,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,poverty_rate,0.4494,0.2007,2.2388,0.0257,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,bachelors_plus_share,0.1215,0.2422,0.5016,0.6162,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,rn_per_10k_lag1,0.845,0.0539,15.6695,0.0,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0167,0.052,0.3215,0.748,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,operating_margin_wmean,-0.3804,0.3567,-1.0667,0.2867,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN supply,rn_per_10k,county+year,single_hospital_county,0.3277,0.8975,0.3651,0.7152,541,0.773,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,share_75plus,2.1349,1.5685,1.3611,0.1742,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,share_65_74,-0.6649,0.7721,-0.8612,0.3896,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,population_growth_rate,-56.4432,11.3457,-4.9748,0.0,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,hosp_beds_per_1k,-2.1821,0.5002,-4.3627,0.0,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,nh_beds_per_65plus_ahrf,-2.1016,0.6041,-3.4789,0.0006,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,poverty_rate,0.0043,0.2883,0.0149,0.9881,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,bachelors_plus_share,0.6878,0.5776,1.1908,0.2344,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,lpn_per_10k_lag1,0.3055,0.1896,1.6106,0.108,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,ipeds_lpn_per_10k_lag1,0.3812,0.1913,1.9925,0.0469,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,operating_margin_wmean,-0.2749,0.2856,-0.9626,0.3362,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN supply,lpn_per_10k,county+year,single_hospital_county,0.5208,0.7973,0.6532,0.5139,540,0.2445,73,9,"2013,2014,2015,2016,2017,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,share_75plus,0.7301,0.692,1.055,0.292,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,share_65_74,0.1521,0.5056,0.3008,0.7637,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,population_growth_rate,-110.322,11.3183,-9.7472,0.0,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,hosp_beds_per_1k,-0.1648,0.3228,-0.5104,0.61,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,nh_beds_per_65plus_ahrf,0.3288,0.3849,0.8543,0.3934,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,poverty_rate,0.4054,0.2019,2.008,0.0453,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,bachelors_plus_share,0.1397,0.2322,0.6017,0.5477,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,rn_per_10k_lag1,0.8808,0.0363,24.2811,0.0,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,ipeds_rn_per_10k_lag1,0.0238,0.0484,0.4924,0.6227,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,operating_margin_wmean,0.0698,0.1615,0.4319,0.6661,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - RN [drop thin years 2012/2017],rn_per_10k,county+year,single_hospital_county,-0.4825,0.9634,-0.5008,0.6168,505,0.8014,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,share_75plus,2.2161,1.6723,1.3251,0.1859,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
Employer capacity - LPN [drop thin years 2012/2017],lpn_per_10k,county+year,share_65_74,-0.8939,0.8233,-1.0858,0.2782,504,0.244,73,8,"2013,2014,2015,2016,2020,2021,2022,2023",county_clustered_clustered
